"hospital_name","district","nearest_sh","distance_meters"
"Government Hospital, Bajor","Sikar","NH-8antela dist jaipur to sh-8Akhachariyawas renwal border","2271.04"
"Government Hospital, Banura","Sikar","Sikar to Pachkodia via Danta Ramgarh Renwal","4637.01"
"Government Hospital, Bhagoth","Sikar","Losal Sikar Kotputli road","3785.62"
"Government Hospital, Bhudoli","Sikar","Losal Sikar Kotputli road","1323.29"
"Government Hospital, Bosana","Sikar","Kotputali  to Losal Via Patan Udaipurwati Sikar Dhod","23.71"
"Government Hospital, Ganeri","Sikar","Sikar to Nokha Via  Salasar","27.97"
"Government Hospital, Gungara","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","3183.35"
"Government Hospital, Kachawa","Sikar","Sikar to Nokha Via  Salasar","22.10"
"Government Hospital, Khoor","Sikar","Sikar khur Pachkodia road","25.48"
"Government Hospital, Kochor","Sikar","NH8  Antela  DIST JAIPUR TO  SH 8A   UP TO  DIST BORDER","4077.18"
"Government Hospital, Mahroli","Sikar","Kuchaman Khandela via Danta Khatu Reengus","1576.32"
"Government Hospital, Nagwa","Sikar","Kotputali  to Losal Via Patan Udaipurwati Sikar Dhod","2576.50"
"Government Hospital, Nechwa","Sikar","Kishangarh to sangria via Kuchaman Losal Salasar","100.67"
"Government Hospital, Patwari Ka Bas","Sikar","Kuchaman Khandela via Danta Khatu Reengus","2658.44"
"Government Hospital, Rinu","Sikar","NH 52 to laxmangarh mukundgarh road bypass","4849.20"
"Governmet Hospital Shrimadhopur","Sikar","Chomu Churu road","19.01"
"Governmet Hospital Singhasan","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","2154.46"
"Goyal ENT Hospital","Sikar","Sikar Salasar Nokha","58.98"
"Gurukripa Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","24.82"
"GURUKRIPA HOSPITAL","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","25.01"
"Hindustan Hospital","Sikar","Laxmangarh Mukandgarh 0/0 to 10/0","13.83"
"I Max Eye Care Hospital","Sikar","Sikar Khur Pachkodia","667.20"
"Jain Child Hospital","Sikar","Sikar Khur Pachkodia","149.34"
"Janata Hospital","Sikar","Sikar Khur Pachkodia","166.25"
"Jeevan Jyoti Hospital, Sikar","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","512.21"
"Jivan Rekha Hospital","Sikar","Alwar Shahpura Chirawa road","95.82"
"Jyoti Chest and General Hospital","Sikar","Neendar  to Kaladera Road","245.01"
"Khichar Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","683.72"
"Lamiyan Government Hospital","Sikar","NH-52Mandha to renwal uptodist bordervia khatu lamiya pachar","13.70"
"Life Care Hospital and medico","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","949.30"
"Life Line Hospital and Research Center, Sikar","Sikar","Sikar Salasar Nokha","93.13"
"Lokpriya Hospital & Research Centre","Sikar","Sikar Khur Pachkodia","149.81"
"Maa Clinic","Sikar","Sikar Salasar Nokha","1336.06"
"Major Ram Singh Govt Hospital","Sikar","Laxmangarh Mukandgarh Road","3419.23"
"Manu ENT & Multispeciality Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","193.42"
"Marudhar Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","143.38"
"Mundra Nursing Home","Sikar","Dhanani to Laxmangarh,Bidasar,Nawalgarh km 20/00 to 46/00","642.14"
"Navjeevan Hospital and Research Centre, Sikar","Sikar","Sikar Khur Pachkodia","477.25"
"Neerja Hospital","Sikar","Sikar Khur Pachkodia","81.76"
"Nihit Hospital","Sikar","Sikar Khur Pachkodia","151.56"
"Noble Care Hospital","Sikar","Sikar Khur Pachkodia","183.04"
"Om Hospital","Sikar","Sikar Salasar Nokha","188.67"
"Padmawati Maternity and Nursing Home","Sikar","Sikar Salasar Nokha","52.44"
"Pareek Hospital Child and Mother Care Centre","Sikar","Dhanani to Laxmangarh,Bidasar,Nawalgarh km 20/00 to 46/00","466.32"
"Pioneer Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","59.45"
"Raghunath Hospital","Sikar","Laxmangarh Mukandgarh 0/0 to 10/0","31.58"
"Rajdhani Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","268.50"
"Rathi Cancer Hospital","Sikar","Sikar Khur Pachkodia","41.54"
"Ruchika Nursing Home Fertility and Research Centre","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","497.57"
"S. B. Mittal Memorial Heart and Critical Care Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","472.10"
"Sanjivani Hospital","Sikar","Laxmangarh Mukandgarh 0/0 to 10/0","40.19"
"Sanwali Hospital","Sikar","Sikar Khur Pachkodia","165.07"
"Shanti Multi Specialist Hospital","Sikar","Alwar Shahpura Chirawa road","88.55"
"Sharda Hospital","Sikar","Alwar Shahpura Chirawa road","184.32"
"Sharma Hospital","Sikar","Alwar Shahpura Chirawa road","175.89"
"Sharma Orthopaedic Centre and Hospital","Sikar","Sikar Khur Pachkodia","84.44"
"Shekhawati Zanana Hospital and Medical Research Cent","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","105.87"
"Shifa Children Hospital","Sikar","Sikar Salasar Nokha","262.73"
"Shree Balaji Hospital, Sikar","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","135.84"
"Shree K.M. Memorial Jain Heart & General Hospital","Sikar","Sikar Salasar Nokha","90.59"
"Shreeram Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","362.63"
"Shri Sainath Ayurveda Hospital","Sikar","Sikar to Pachkodia via Danta Ramgarh Renwal","598.90"
"Shri Shraddha Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","50.64"
"Sikar Clinic","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","238.28"
"Sikar Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","172.00"
"Surajmani Super Speciality Centre","Sikar","Sikar Khur Pachkodia","167.17"
"TB Clinic Sikar","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","325.44"
"Teebda Aayi Hospital","Sikar","Sikar Khur Pachkodia","38.06"
"Tibra Eye Hospital and Retina Centre","Sikar","Sikar Khur Pachkodia","105.73"
"Vaag Dental Hospital and General Nursing Home","Sikar","Sikar Khur Pachkodia Upto Distt. Border","223.99"
"Varsha Homeopathic Clinic","Sikar","Alwar Shahpura Chirawa road","19.20"
"Vinayak Clinic","Sikar","Sikar Salasar Nokha","1476.38"
"Vinayak Hospital","Sikar","Sikar Khur Pachkodia","200.33"
"Abhinav Children Hospital","Sirohi","Abu Ambaji Road","208.99"
"Aravali Hospital","Sirohi","Sirohi Kalandri Ramseen","715.29"
"Balaji Clinic","Sirohi","SANCHORE RANIWARA MANDAR ABUROAD","20.45"
"Bansal Hospital","Sirohi","Abu Ambaji Road","224.83"
"Chandrawal Hospital","Sirohi","Sanchore Sewara Raniwara Abu Road","532.37"
"Choudhary Hospital","Sirohi","PINDWARA BALI UPTO DISST. BORDER","27.33"
"Deepak Homoeo Clinic","Sirohi","Sanchore Sewara Raniwara Abu Road","40.06"
"Desai Hospital","Sirohi","Sirohi Kalandri Ramseen","1264.91"
"Dr. Ashok Kumar Clinic","Sirohi","Sirohi Kalandri Ramseen","1191.08"
"Dr. Malviya Child Care","Sirohi","Sirohi Kalandri Ramseen","897.14"
"Dr. Mukesh Meena","Sirohi","Sirohi Kalandri Ramseen","602.18"
"Dr. Narendra Singh","Sirohi","Sirohi Kalandri Ramseen","183.58"
"ESI Hospital","Sirohi","Abu Ambaji Road","659.78"
"Eye Hospital","Sirohi","Sirohi Kalandri Ramseen","553.52"
"Gaurav Singhi Hospital","Sirohi","Abu Ambaji Road","233.91"
"Government Ayurvedic Hospital","Sirohi","Abu Ambaji Road","63.80"
"Government Hospital","Sirohi","REODER JASWANTPURA  BHINMAL BAGORA","691.96"
"Government Hospital, Ajari","Sirohi","PINDWARA BALI UPTO DISST. BORDER","3069.80"
"Government Hospital, Mandar","Sirohi","SANCHORE RANIWARA MANDAR ABUROAD","239.76"
"Government Hospital, Marol","Sirohi","REODER JASWANTPURA  BHINMAL BAGORA","4592.30"
"Government Hospital, Nimbaj","Sirohi","REODER JASWANTPURA  BHINMAL BAGORA","1998.84"
"Govt. General Hospital, Sirohi","Sirohi","Sirohi Kalandri Ramseen","627.67"
"Goyal Heart and Medical Hospital","Sirohi","Abu Ambaji Road","13.96"
"Gujarat Hospital, Sirohi","Sirohi","Sirohi Kalandri Ramseen","1261.14"
"Gujral Homeopathic Clinic","Sirohi","PINDWARA BALI UPTO DISST. BORDER","111.26"
"Life Care Hospital","Sirohi","Abu Ambaji Road","72.35"
"Mahavir Surgical and Maternity Nursing Home","Sirohi","Abu Ambaji Road","210.02"
"Mahila Government Hospital","Sirohi","Sirohi Kalandri Ramseen","573.06"
"Maruthi Clinic","Sirohi","Abu Ambaji Road","390.75"
"Pc Parmar Global Hospital Institute Of Opathalmology","Sirohi","Sanchore Sewara Raniwara Abu Road","4662.34"
"Purohit Hospital","Sirohi","PINDWARA BALI UPTO DISST. BORDER","272.82"
"Railway Hospital","Sirohi","Abu Ambaji Road","298.83"
"Sanjeevani Hospital, Sirohi","Sirohi","Sirohi Kalandri Ramseen","1218.68"
"Tulsi Clinic","Sirohi","REODER JASWANTPURA  BHINMAL BAGORA","595.25"
"V. V. Government Hospital Dantrai","Sirohi","REODER JASWANTPURA  BHINMAL BAGORA","105.81"
"Vatsalya Hospital","Sirohi","PINDWARA BALI UPTO DISST. BORDER","597.93"
"Yadav Hospital","Sirohi","Sirohi Kalandri Ramseen","1186.67"
"Aashirwad Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","842.58"
"Aasta Hospital","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","1030.76"
"Advance Physio & Homeo Clinic","Sri Ganganagar","Sriganganagar Hanumangarh road","873.23"
"Agarwal Nursing Home","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","332.86"
"Anand Nursing Home","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1401.94"
"Angel Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","929.96"
"Anmol Eye Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","303.24"
"Apex Suratgarh Multispeciality Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","2951.27"
"Ayush Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","523.67"
"Babu Lal Ji Homyo Clinic","Sri Ganganagar","Ganganagar Padampur Raisinghnagar Road","196.01"
"Bansal Clinic","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","170.08"
"Bansal Hospital","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","323.02"
"Beniwal Clinic","Sri Ganganagar","Sadulsahar To Sri Ganganagar Via Banwala Road","571.00"
"Beniwal Hospital","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","33.44"
"Bhadu Hospital","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","615.84"
"Bhagwan Shri Laxmi Narayan Charitable Hospital","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","78.99"
"Bhagwandas Clinic","Sri Ganganagar","Ganganagar Chhatargarh road","341.13"
"Bhatia Children's Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","321.14"
"Brar Nursing Home","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","36.07"
"Choudhary Maternity Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","245.70"
"Chugh Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","562.38"
"City Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","1028.18"
"Dr. Ajay Clinic","Sri Ganganagar","Sadulsahar To Sri Ganganagar Via Banwala Road","323.16"
"Dr. Arun Kalra","Sri Ganganagar","Ganganagar Chhatargarh road","685.76"
"Dr. Balraj's Clinic","Sri Ganganagar","Ganganagar Padampur Raisinghnagar Road","478.53"
"Dr. Bhullar Clinic","Sri Ganganagar","Ganganagar Padampur Raisinghnagar Road","88.75"
"Dr. D.P Gupta Eye and Dental Care","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","197.76"
"Dr. Devender Grover","Sri Ganganagar","Sriganganagar Hanumangarh road","723.69"
"Dr. Dinesh Bhatdwaj","Sri Ganganagar","Ganganagar Padampur Raisinghnagar Road","183.53"
"Dr. Fusa Ram Bhati Clinic","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1171.12"
"Dr. Harjinder Singh Eye Hospital","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","342.50"
"Dr. Jagdish Verma Clinic","Sri Ganganagar","Sadulshahar Sangria Road","625.01"
"Dr. Kaushik's Clinic","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","908.87"
"Dr. Kuldeep's Clinic","Sri Ganganagar","SURATGARH ANUPGARH ROAD","3776.81"
"Dr. Mahesh Gupta Clinic","Sri Ganganagar","Sadulshahar Sangria Road","327.95"
"Dr. Mani Ram Swami Memorial Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1666.47"
"Dr. Neeraj Arora Hospital","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","192.49"
"Dr. Parveen Bishnoi","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","1428.56"
"Dr. Pawan Goyal","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","1319.64"
"Dr. Raj Kaushik","Sri Ganganagar","Ganganagar Chhatargarh road","182.32"
"Dr. Raju Singhal Nursing Home","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","125.69"
"Dr. Ravi Bhagat","Sri Ganganagar","Ganganagar Chhatargarh road","598.71"
"Dr. Rishu Sharma","Sri Ganganagar","Ganganagar Padampur Raisinghnagar Road","567.15"
"Dr. S.D. Sood Eye Hospital","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","381.95"
"Dr. Sapna Baweja Sharma","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1745.22"
"Dr. Satpal Clinic","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","3705.95"
"Dr. Setia Bone & Joint Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","646.75"
"Dr. Shiv Kumar Bishnoi 's Clinic","Sri Ganganagar","Ganganagar Padampur Raisinghnagar Road","78.42"
"Dr. Shivani Homoeopathic Clinic","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","204.15"
"Dr. Som Bhatia","Sri Ganganagar","Sriganganagar Hanumangarh road","278.18"
"Dr. Subhash Sharma Clinic","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","316.33"
"Dr. Tarachand Verma","Sri Ganganagar","Ganganagar Chhatargarh road","156.01"
"Dr. Vijay Setia","Sri Ganganagar","Ganganagar Chhatargarh road","760.42"
"Dr.Deepak Chaudhary Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","1010.79"
"G.D Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","549.67"
"Gaurav Clinic","Sri Ganganagar","Ganganagar Chhatargarh road","48.84"
"Government Ayurved Hospital","Sri Ganganagar","SURATGARH ANUPGARH ROAD","478.93"
"Government Homeopathy Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1464.13"
"Government Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","664.63"
"Goyal Homeo Clinic","Sri Ganganagar","Sriganganagar Hanumangarh road","795.93"
"Gupta Homeo Clinic","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","185.28"
"Gurunanak Clinic","Sri Ganganagar","Ganganagar Chhatargarh road","27.65"
"J.J. Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","43.89"
"Jain Nursing Home","Sri Ganganagar","Ganganagar Chhatargarh road","497.15"
"Jaipur Clinic","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","1104.05"
"Jan Sewa Kendra Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","55.89"
"Jeevan Rekha Hospital","Sri Ganganagar","SURATGARH ANUPGARH ROAD","580.65"
"Jindal Clinic","Sri Ganganagar","Ganganagar Padampur Raisinghnagar Road","21.13"
"Jivan Jyoti Hospital","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","1577.18"
"Johar Clinic","Sri Ganganagar","Ganganagar Chhatargarh road","732.79"
"Jyani Skin Care","Sri Ganganagar","Ganganagar Chhatargarh road","258.39"
"Jyoti Clinic","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","579.74"
"Kanwaria Homoeo Clinic","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","1187.04"
"Kathuria Homoeo Clinic","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","378.72"
"Khurana Clinic","Sri Ganganagar","Sriganganagar Hanumangarh road","816.63"
"Luna Clinic","Sri Ganganagar","Ganganagar Chhatargarh road","406.76"
"Maharaja Agarsen General Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","931.70"
"Malwa Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","61.18"
"Max Care Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","79.24"
"Mayyer Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","388.05"
"Medanta S.N. Superspeciality Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","167.01"
"Mehta Clinic","Sri Ganganagar","Ganganagar Chhatargarh road","238.88"
"Nagpal Kidney & Super Speciality Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","132.09"
"Nai Disha Homeopathy Clinic","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","596.16"
"Nayan Mandir Eye Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","817.60"
"Neelkanth Clinic","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","2057.92"
"Netr Jyoti Eye Care Hospital","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","36.66"
"Ohri Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","522.50"
"Ojas Ayurvedic Chikitsalay","Sri Ganganagar","Ganganagar Chhatargarh road","467.71"
"Orbit Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1491.23"
"Pain Care Clinic","Sri Ganganagar","Sriganganagar Hanumangarh road","1255.22"
"Positive Homoeo Clinic","Sri Ganganagar","Sriganganagar Hanumangarh road","265.95"
"Railway Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1212.33"
"Rainbow Children's Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","664.34"
"Rajotia Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","567.73"
"Ramesh Clinic","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","12.31"
"Ranwa Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","480.31"
"Ranwa Ortho Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","425.92"
"Rohtak Hospital","Sri Ganganagar","Sadulshahar Sangria Road","633.52"
"Sajeevani Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1648.05"
"Sanjivani Clinic","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","641.64"
"Sanjivani Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","479.81"
"Sant Shah Mastana Dharmarth Hospital","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","2273.97"
"Santosh Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","1223.79"
"Saraswat Multispeciality Clinic","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","1118.42"
"Sarswat Hospital","Sri Ganganagar","SURATGARH ANUPGARH ROAD","424.10"
"Satyam Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","1044.55"
"Seth Harikishan Lahoti Grade A Ayurvedic Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","1091.17"
"Sethi Clinic","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","300.43"
"Sharma Clinic","Sri Ganganagar","Ganganagar Chhatargarh road","220.97"
"Sharma Homeopethic Clinic","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","531.41"
"Sharma Nursing Home","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","324.97"
"Shekhawat ENT Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1524.02"
"Shiva Clinic","Sri Ganganagar","Sadulshahar Ganganagar Karanpur road","1378.46"
"Shree Amba Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","890.61"
"Shree Balaji Hospital","Sri Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","535.55"
"Shri Balaji Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","732.20"
"Shri Dhanvantari Ayurvedic Clinic","Sri Ganganagar","Sriganganagar Hanumangarh road","123.65"
"Shri Gurunank Clinic","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","151.25"
"Shri Ram Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","915.08"
"Singhmar Hospital","Sri Ganganagar","Sriganganagar Hanumangarh road","270.00"
"Siyag Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","2292.06"
"SP Sharma Hospital","Sri Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","972.41"
"Sukhmani Homoeo Clinic","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1400.15"
"Thareja Hospital","Sri Ganganagar","Ganganagar Chhatargarh road","845.85"
"Vasundhra Hospital","Sri Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1598.02"
"Verma Hospital","Sri Ganganagar","Sadulshahar Sangria Road","418.65"
"Yadav Homeopathic Clinic","Sri Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","130.09"
"Agrawal Hospital - Tonk","Tonk","Tonk-Kota via Nagar Road","1238.72"
"Amcure Hospital","Tonk","Sanganer Malpura Kekri Shahpura Bhilwara Kankroli road","22.40"
"Ananya Hospital","Tonk","Nasirabad Deoli Road Via Sawar","1277.80"
"Anjani Homoeo Clinic","Tonk","Tonk-Kota via Nagar Road","2314.53"
"Anupriya Hospital","Tonk","Tonk-Kota via Nagar Road","2033.42"
"Arjundas Hospital","Tonk","Sanganer Malpura Kekri Shahpura Bhilwara Kankroli road","254.57"
"Arogya Dental and General Hospital","Tonk","Sanganer Malpura Kekri Shahpura Bhilwara Kankroli road","245.82"
